p_linn_to_exhaust,p_linn_to_gideon,p_linn_to_collins,p_savage_to_exhaust,p_savage_to_gideon,p_savage_to_collins
0.40975423543273937,0.16906594816010778,0.4211798164071528,0.12868544246296382,0.7072593003107395,0.16405525722629669
0.3013362403348634,0.20242435007248794,0.49623940959264873,0.17439091160407297,0.6377189143428776,0.18789017405304942
0.3230144502728987,0.16611511739066642,0.5108704323364349,0.17455040796514681,0.5472503924616903,0.27819919957316286
0.3701444648192468,0.1436112014788114,0.48624433370194176,0.13225932552606837,0.6099113444220078,0.25782933005192393
0.16987136171464018,0.05959656115873991,0.7705320771266199,0.14138262800766271,0.5897320980474543,0.26888527394488304
0.22179740379226964,0.030648098129481362,0.747554498078249,0.21097397763499096,0.5651431574154943,0.22388286494951476
0.622868957461729,0.03713868566542969,0.33999235687284135,0.18315529762048402,0.6358409022258581,0.18100380015365788
0.18466011391620019,0.18193979275017128,0.6334000933336285,0.09576347711053372,0.6390136239434827,0.26522289894598355
0.4629676593028519,0.13913161077850222,0.3979007299186459,0.17257386406241187,0.6276748728461783,0.19975126309140973
0.31119777635345425,0.04041157041054261,0.6483906532360031,0.18481677038804037,0.6642668096196204,0.15091641999233932
0.18898778016323892,0.09111150529845242,0.7199007145383087,0.20640639013588283,0.5554490360531439,0.2381445738109734
0.25958762458011414,0.1017402800846009,0.6386720953352849,0.2793015297409201,0.5468815425898428,0.17381692766923712
0.2489061643120962,0.01629616239914396,0.7347976732887598,0.21867240599274945,0.5701256137414976,0.21120198026575282
0.22714660868818376,0.02336405589464279,0.7494893354171734,0.10220555873384643,0.5660286272254994,0.33176581404065414
0.413668535934268,0.0235996034993309,0.5627318605664011,0.1558716997994838,0.5682791511950777,0.2758491490054385
0.4519270825347083,0.06280599115989764,0.48526692630539403,0.11772676191842382,0.6811391094838721,0.2011341285977041
0.4169835941800613,0.09661467629858113,0.48640172952135763,0.20133339828164928,0.5743103178546825,0.22435628386366827
0.3118053298404987,0.15119760773001067,0.5369970624294907,0.1433329857826292,0.7007580182765203,0.15590899594085042
0.32663709307448213,0.06428584672300983,0.609077060202508,0.16716061366235793,0.6426440899308766,0.1901952964067655
0.3445886266783507,0.07840759674822395,0.5770037765734253,0.19182364651172915,0.5841517209127723,0.2240246325754986
0.3305951392574823,0.10071790910099065,0.568686951641527,0.20900820921402352,0.5377342358877714,0.25325755489820506
0.3166368574675042,0.09189985639794729,0.5914632861345486,0.15428701832316133,0.6369241821428852,0.20878879953395355
