p_hawkins_to_trump,p_hawkins_to_exhaust,p_hawkins_to_biden,p_jorgensen_to_trump,p_jorgensen_to_exhaust,p_jorgensen_to_biden,p_delafuente_to_trump,p_delafuente_to_exhaust,p_delafuente_to_biden
0.036956230409775345,0.5494537871765501,0.41358998241367445,0.5686649184351878,0.34732725808739867,0.08400782347741352,0.6279330330849611,0.07507650440168569,0.29699046251335337
0.07293907513211959,0.38209443696257694,0.5449664879053034,0.6304311246487284,0.2785464670921652,0.09102240825910633,0.345329345062512,0.14733165632972664,0.5073389986077614
0.06908629776570588,0.3038338628189016,0.6270798394153926,0.6818952373964348,0.18320640142199363,0.13489836118157172,0.6039242854656882,0.03572865624732557,0.3603470582869862
0.13484880132340452,0.39388015908729695,0.47127103958929856,0.6672215463188392,0.17323797231226637,0.15954048136889443,0.5350318748700591,0.11600314471484147,0.3489649804150994
0.050615902760572,0.22125158827093377,0.7281325089684942,0.518457221701285,0.2882930900209977,0.19324968827771732,0.21510710657175605,0.03738057398542719,0.7475123194428167
0.07608156790454876,0.26411500305007973,0.6598034290453716,0.44635624474570784,0.5417932447792725,0.011850510475019557,0.6782138808381545,0.08965912061173768,0.2321269985501078
0.026125059647293728,0.2869965685177328,0.6868783718349734,0.21299068468186033,0.7106749340559295,0.0763343812622101,0.40847388814095054,0.16003344277265846,0.431492669086391
0.1202390188470668,0.2018276239011429,0.6779333572517903,0.810132913420659,0.09726109517251494,0.09260599140682596,0.09576960946116644,0.2939699192381514,0.6102604713006821
0.11412650110803071,0.3671017507279471,0.5187717481640223,0.3872445340223251,0.4944804310005987,0.11827503497707617,0.39639942261612526,0.016833575516424254,0.5867670018674505
0.0013892160690349032,0.4503389908952112,0.5482717930357539,0.5784732501275993,0.40196351756110604,0.019563232311294542,0.5788464129384087,8.5635458210427e-4,0.4202972324794872
0.0022742225710905054,0.31313286449261213,0.6845929129362973,0.6314413299075785,0.29674581866258876,0.07181285142983275,0.4291104188859866,0.2991154853277992,0.27177409578621425
0.06136940866851185,0.2507417169770629,0.6878888743544253,0.715210059124813,0.16216482685802538,0.12262511401716175,0.41299284520172,0.08656040226294445,0.5004467525353355
0.21827607650750808,0.33589777752612077,0.44582614596637116,0.5556525524394045,0.41371044336090534,0.030637004199690294,0.3184894473589125,0.38184644166744386,0.2996641109736436
0.0762391454348678,0.43196362505540997,0.49179722950972216,0.518115027392245,0.2872888599241358,0.1945961126836192,0.3837182044282996,0.11701811911119611,0.4992636764605043
0.056620357468243517,0.5008270052873294,0.44255263724442717,0.5716746571370667,0.36040048978514994,0.06792485307778347,0.4957603367341643,0.017178815066728248,0.48706084819910755
0.035168396458890805,0.2911102788353181,0.673721324705791,0.48845783131950865,0.39215840883539155,0.11938375984509979,0.21306879247000435,0.0675633527675681,0.7193678547624277
0.057194988334170985,0.38711445160399593,0.555690560061833,0.6322886813183685,0.2114728659727935,0.15623845270883807,0.5990120665815888,0.01756140071121353,0.3834265327071977
0.0640937020029488,0.5285501159190751,0.4073561820779761,0.7970480353471932,0.045291110964111744,0.15766085368869515,0.45818133313953135,0.37460504050957855,0.16721362635089013
0.21465001169218012,0.25738513027984594,0.527964858027974,0.3948284637790836,0.2170511080592878,0.38812042816162867,0.2059649229447743,0.29355620119811165,0.5004788758571139
0.05310151065070128,0.21209342151778193,0.7348050678315168,0.5422547042211703,0.40754352715635184,0.05020176862247787,0.500728300809902,0.021157563657802775,0.4781141355322952
0.02959770959423709,0.37068273322960676,0.5997195571761562,0.7049303664732668,0.02979916777147343,0.2652704657552598,0.21090547709735669,0.047398154580989206,0.741696368321654
